Name,qb,rb,wr,te,ol,dl,lb,s,cb,off,def
Patriots2020,1.5991540475737123,7.527730098936886,14.181207782724012,2.3594573126867937,24.02382455269466,11.965363091596423,9.8317027297618,9.780936686533334,18.730623697492383,49.69137379461606,50.30862620538394
Panthers2020,8.78695250586728,7.2468972516735395,12.918498960610197,3.220639245601988,21.61254673948892,17.06325219699004,20.28953149197585,6.283264528324917,2.5784170794672683,53.78553470324192,46.21446529675808
Chargers2020,4.687026225677191,4.336086880176379,13.166588785599556,9.155804785792148,18.326110541238382,23.293068736062402,9.073147406112124,4.2546612492236795,13.707505390118138,49.671617218483654,50.328382781516346
Cardinals2020,5.534401130797098,5.856525288944834,16.933585068950876,2.295113169531568,20.151599911439597,6.9199123328696555,25.33897123945069,2.9382576586174576,14.031634199398226,50.77122456966397,49.22877543033603
Lions2020,13.249963842382298,2.797483241904438,12.378057639857307,6.507813002141161,16.336152052440124,18.848420358377396,10.210780259007365,6.602677216677502,13.068652387212412,51.26946977872533,48.73053022127467
Bengals2020,1.1464115621118594,5.261013744960011,21.097452204002085,6.0014540144050645,15.196745394983884,24.22420122658837,2.9797663467240287,8.305682953497026,15.787272552727668,48.703076920462905,51.296923079537095
Steelers2020,13.495427616450547,1.8778047507502171,4.154728999871168,5.486512971438822,20.868390452154422,20.021502583771905,17.40907115609468,4.12076444312269,12.565797026345551,45.882864790665174,54.117135209334826
Vikings2020,12.881769704462517,2.9083576882819555,11.275960598570167,7.133637243310983,15.749308224020027,14.821424443153973,16.765862286208264,13.39380715868945,5.069872653302662,49.94903345864565,50.05096654135435
Redskins2020,14.938866270206573,4.75344102865044,5.523802411046638,4.46850626729016,21.166677144859634,9.457254962625496,19.547197339321144,13.014919778064861,7.129334797935056,50.85129312205344,49.14870687794656
Jaguars2020,1.3156644219221831,7.261890788263888,9.25909299303023,4.456021356707661,22.681995517859896,25.326294414703632,15.797647102033011,4.623985768438175,9.277407637041325,44.974665077783854,55.025334922216146
Dolphins2020,6.494844112252045,6.213908123875599,12.384360296388696,2.293407774313862,13.94076935352738,15.412546784969933,13.581089450795165,9.027260745678754,20.651813358198567,41.327289660357586,58.672710339642414
Broncos2020,2.09671162516784,5.247171678689512,4.51571800615329,6.685790598849173,17.315662626311262,12.378183627379862,24.53957470873535,14.241177145773992,12.980009982939714,35.86105453517108,64.13894546482892
Ravens2020,3.341249892703833,4.352782490408806,8.103584503326388,4.841868038484081,12.46242156315971,21.601450381411944,13.981086440189314,12.507699162661174,18.80785752765475,33.10190648808282,66.89809351191718
